"","sim","n_samples","h2","prop_effect","S","flb","mse","rmse","rel_mse","method"
"22",2,30000,0.8,0.01,-1,0.743589743589744,-0.00203443979886384,-0.019973115183285,-0.548254098908067,"EB"
"23",3,30000,0.8,0.01,-1,0.914893617021277,-0.00530626060906961,-0.0436786665949524,-0.778080654138608,"EB"
"24",4,30000,0.8,0.01,-1,0.888888888888889,-0.00347447078212261,-0.0285051574213023,-0.61444863082711,"EB"
"25",5,30000,0.8,0.01,-1,0.956521739130435,-0.00466042594561441,-0.0352211788868658,-0.664122848507147,"EB"
"26",6,30000,0.8,0.01,-1,0.9,-0.00316144054373129,-0.0334555895606479,-0.772412594940795,"EB"
"27",7,30000,0.8,0.01,-1,0.877551020408163,-0.00394530240542786,-0.0334482685031409,-0.688469806546542,"EB"
"28",8,30000,0.8,0.01,-1,0.8125,-0.00382096640701454,-0.033951351766255,-0.712188641961159,"EB"
"29",9,30000,0.8,0.01,-1,0.840909090909091,-0.00175535987607769,-0.016756426032675,-0.47552642989188,"EB"
"30",10,30000,0.8,0.01,-1,0.851063829787234,-0.00212295929270471,-0.0185959155438186,-0.481810712544477,"EB"
"31",1,3e+05,0.8,0.01,-1,0.558670143415906,-8.53710579229691e-06,-0.000331848628733566,-0.0502917511702348,"EB"
"32",2,3e+05,0.8,0.01,-1,0.556781310837119,-1.7433270853383e-05,-0.000641738914272902,-0.0901815431673069,"EB"
"33",3,3e+05,0.8,0.01,-1,0.553641092327698,-1.94857969263374e-05,-0.000718312268344441,-0.100523568599064,"EB"
