"","n_samples","h2","prop_effect","S","flb","mse","rmse","rel_mse","flb_error","mse_error","rmse_error","rel_mse_error","method"
"10512",3e+05,0.3,0.001,1,0.638719101457143,-0.000926171969958988,-0.0165540975749909,-0.704836962318209,0.0146691880664758,6.78558797691377e-05,0.000818913737122373,0.0121682947559618,"BR"
"11012",30000,0.8,0.001,1,0.643048720709414,-0.00963079033178676,-0.0539803758071271,-0.713400120652462,0.0128712732444602,0.000654442460009166,0.00241084771653039,0.0106987396909526,"BR"
"11512",3e+05,0.8,0.001,1,0.574145361892746,-0.000638789934550569,-0.0120979147393021,-0.606781183809502,0.0187042289021973,4.20112495323354e-05,0.000520072386384737,0.00955084554399133,"BR"
"13",30000,0.3,0.01,-1,0.99983899443467,-0.0203540402805849,-0.0952606900327821,-0.852851254310313,0.000551613762437625,0.00113041501602856,0.00377622091939915,0.0149436701636379,"cl1"
"513",3e+05,0.3,0.01,-1,0.755584489776169,-0.00069469408528647,-0.0127507777271312,-0.614110976687909,0.00937964398846842,5.63300841575417e-05,0.000929137030306952,0.0281139035296089,"cl1"
"1013",30000,0.8,0.01,-1,0.770523054558732,-0.00765035606662172,-0.0440437857939486,-0.64504991321268,0.0118768631497422,0.000539715330344807,0.00265105145649262,0.0226234966312068,"cl1"
"1513",3e+05,0.8,0.01,-1,0.557081200304712,-4.57716649266202e-05,-0.00121014734111483,-0.119498721210385,0.00532814999523408,1.44623275507316e-05,0.000382051606573217,0.0358086209694915,"cl1"
"2013",30000,0.3,0.001,-1,0.945809123562218,-0.0174630283899813,-0.0844030238959271,-0.822857184216281,0.00849320397719239,0.00089965289995009,0.0033307004891329,0.0169023799678142,"cl1"
"2513",3e+05,0.3,0.001,-1,0.752069637587488,-0.000944390884302908,-0.0173932097857017,-0.734444047018049,0.0134601188913209,7.54486781997767e-05,0.00113789425007885,0.0259329152670282,"cl1"
"3013",30000,0.8,0.001,-1,0.755228538342424,-0.00923822675545091,-0.0530847321326113,-0.715360936502165,0.0120445320865617,0.000675064133105426,0.00376115492919899,0.0312943121485425,"cl1"
